ts_ns,current_before,target_current,requested,current_after,rc
1787748860252485246,77310111744,77309411328,700416,77305786368,0
1787748860281127265,77375254528,77309411328,65843200,77314699264,0
1787748860309434888,77383905280,77309411328,74493952,77312339968,0
1787748860338092417,77379973120,77309411328,70561792,77313126400,0
1787748860366780207,77383643136,77309411328,74231808,77311815680,0
1787748860394438598,77380759552,77309411328,71348224,77313388544,0
1787748860422239882,77381021696,77309411328,71610368,77313912832,0
1787748860450760848,77383118848,77309411328,73707520,77311029248,0
1787748860479558190,77382070272,77309411328,72658944,77309718528,0
1787748860507021397,77379186688,77309411328,69775360,77311553536,0
1787748860534799290,77378924544,77309411328,69513216,77312339968,0
1787748860562425970,77380235264,77309411328,70823936,77313126400,0
1787748860590624091,77381545984,77309411328,72134656,77314699264,0
1787748860619431943,77384953856,77309411328,75542528,77313126400,0
1787748860647157935,77382070272,77309411328,72658944,77309718528,0
1787748860674727664,77378138112,77309411328,68726784,77310767104,0
1787748860702316804,77378924544,77309411328,69513216,77311815680,0
1787748860730741929,77380497408,77309411328,71086080,77313388544,0
1787748860759425699,77384429568,77309411328,75018240,77312339968,0
1787748860787182451,77381021696,77309411328,71610368,77313912832,0
1787748860815075046,77382856704,77309411328,73445376,77310504960,0
1787748860842672696,77378138112,77309411328,68726784,77311029248,0
1787748860871622331,77381021696,77309411328,71610368,77314174976,0
1787748860900472463,77385740288,77309411328,76328960,77313650688,0
1787748860928323638,77382594560,77309411328,73183232,77310504960,0
1787748860956010269,77378400256,77309411328,68988928,77311291392,0
1787748860984161709,77379973120,77309411328,70561792,77312602112,0
1787748861013028072,77380759552,77309411328,71348224,77313912832,0
1787748861041801244,77384691712,77309411328,75280384,77312864256,0
1787748861070083956,77383380992,77309411328,73969664,77310767104,0
1787748861097700776,77375516672,77309411328,66105344,77313388544,0
1787748861126038499,77381545984,77309411328,72134656,77314437120,0
1787748861154663828,77383905280,77309411328,74493952,77311815680,0
1787748861182472472,77381021696,77309411328,71610368,77313912832,0
1787748861209948649,77370535936,77309411328,61124608,77312339968,0
1787748861237700531,77378400256,77309411328,68988928,77311553536,0
1787748861266094156,77380235264,77309411328,70823936,77313126400,0
1787748861294795736,77382332416,77309411328,72921088,77309980672,0
1787748861322583869,77376565248,77309411328,67153920,77308407808,0
1787748861350327032,77377089536,77309411328,67678208,77310242816,0
1787748861379014621,77378924544,77309411328,69513216,77311815680,0
1787748861407881474,77383643136,77309411328,74231808,77311291392,0
1787748861435591246,77379973120,77309411328,70561792,77312602112,0
1787748861463333679,77380497408,77309411328,71086080,77313650688,0
1787748861491110582,77381545984,77309411328,72134656,77314437120,0
1787748861519581977,77383380992,77309411328,73969664,77311291392,0
1787748861548309668,77381021696,77309411328,71610368,77313650688,0
1787748861576622981,77383643136,77309411328,74231808,77311553536,0
1787748861604457615,77379710976,77309411328,70299648,77312864256,0
1787748861632008644,77380759552,77309411328,71348224,77313126400,0
1787748861660492690,77381808128,77309411328,72396800,77309718528,0
1787748861689375623,77381283840,77309411328,71872512,77312602112,0
1787748861717757477,77382332416,77309411328,72921088,77309980672,0
1787748861745560971,77378662400,77309411328,69251072,77311291392,0
1787748861773580588,77379973120,77309411328,70561792,77312602112,0
1787748861802059214,77382070272,77309411328,72658944,77309718528,0
1787748861830072152,77378138112,77309411328,68726784,77310767104,0
1787748861857886905,77375516672,77309411328,66105344,77311553536,0
1787748861885399873,77378662400,77309411328,69251072,77310767104,0
1787748861913456411,77378138112,77309411328,68726784,77309980672,0
1787748861942136321,77381808128,77309411328,72396800,77309194240,0
1787748861970159499,77379186688,77309411328,69775360,77311553536,0
1787748861997852240,77380759552,77309411328,71348224,77312864256,0
1787748862026084302,77381545984,77309411328,72134656,77313912832,0
1787748862054753531,77384429568,77309411328,75018240,77311815680,0
1787748862083327039,77382856704,77309411328,73445376,77310242816,0
1787748862111483639,77378924544,77309411328,69513216,77311029248,0
1787748862139716330,77380759552,77309411328,71348224,77313388544,0
1787748862168144045,77382856704,77309411328,73445376,77310767104,0
1787748862196666952,77381021696,77309411328,71610368,77313388544,0
1787748862224480215,77375254528,77309411328,65843200,77312077824,0
1787748862251788310,77380235264,77309411328,70823936,77312339968,0
1787748862279200996,77380497408,77309411328,71086080,77312339968,0
1787748862307622111,77381545984,77309411328,72134656,77313650688,0
1787748862335842642,77384953856,77309411328,75542528,77312077824,0
1787748862363282229,77381021696,77309411328,71610368,77312864256,0
1787748862390676895,77381283840,77309411328,71872512,77313388544,0
1787748862418403647,77379186688,77309411328,69775360,77311553536,0
1787748862446513996,77381021696,77309411328,71610368,77313388544,0
1787748862474922641,77381283840,77309411328,71872512,77313650688,0
1787748862502432139,77377089536,77309411328,67678208,77309456384,0
1787748862529893696,77376565248,77309411328,67153920,77309194240,0
1787748862557315582,77374992384,77309411328,65581056,77312339968,0
1787748862585428792,77381283840,77309411328,71872512,77313912832,0
1787748862614268364,77384953856,77309411328,75542528,77312339968,0
1787748862641679460,77380759552,77309411328,71348224,77312864256,0
1787748862669141197,77381283840,77309411328,71872512,77313388544,0
1787748862696794748,77381808128,77309411328,72396800,77308932096,0
1787748862725587400,77379448832,77309411328,70037504,77312077824,0
1787748862754168198,77383380992,77309411328,73969664,77310767104,0
1787748862782714815,77379448832,77309411328,70037504,77313650688,0
1787748862810311835,77382594560,77309411328,73183232,77309980672,0
1787748862838427674,77378924544,77309411328,69513216,77311291392,0
1787748862866661895,77380235264,77309411328,70823936,77312602112,0
1787748862894257525,77379186688,77309411328,69775360,77311553536,0
1787748862921771693,77379710976,77309411328,70299648,77311815680,0
1787748862949332722,77378138112,77309411328,68726784,77310504960,0
1787748862977521973,77379448832,77309411328,70037504,77312077824,0
1787748863006643540,77383380992,77309411328,73969664,77311029248,0
1787748863034626887,77380497408,77309411328,71086080,77312602112,0
1787748863062592844,77381283840,77309411328,71872512,77313650688,0
1787748863090216264,77381808128,77309411328,72396800,77308932096,0
1787748863118612898,77378400256,77309411328,68988928,77311029248,0
