ts_ns,current_before,target_current,requested,current_after,rc
1787748348779296980,77348392960,77309411328,38981632,77311037440,0
1787748348808082439,77381292032,77309411328,71880704,77310775296,0
1787748348836866477,77378408448,77309411328,68997120,77313396736,0
1787748348865539774,77382602752,77309411328,73191424,77312086016,0
1787748348894193221,77382340608,77309411328,72929280,77311299584,0
1787748348922496321,77381292032,77309411328,71880704,77309988864,0
1787748348950448404,77379457024,77309411328,70045696,77313134592,0
1787748348978248835,77381292032,77309411328,71880704,77309988864,0
1787748349007195907,77379194880,77309411328,69783552,77313134592,0
1787748349036178249,77384962048,77309411328,75550720,77313921024,0
1787748349065561679,77384175616,77309411328,74764288,77315493888,0
1787748349094306657,77385224192,77309411328,75812864,77314969600,0
1787748349122957363,77384962048,77309411328,75550720,77313658880,0
1787748349151567099,77383913472,77309411328,74502144,77312610304,0
1787748349179925120,77382602752,77309411328,73191424,77311299584,0
1787748349208245540,77370544128,77309411328,61132800,77312872448,0
1787748349236202654,77383127040,77309411328,73715712,77311823872,0
1787748349264489963,77380505600,77309411328,71094272,77313658880,0
1787748349293498716,77384962048,77309411328,75550720,77313396736,0
1787748349321867367,77383651328,77309411328,74240000,77312348160,0
1787748349350185448,77382078464,77309411328,72667136,77310513152,0
1787748349378942986,77380243456,77309411328,70832128,77313658880,0
1787748349408250524,77385748480,77309411328,76337152,77314445312,0
1787748349436690847,77385224192,77309411328,75812864,77314183168,0
1787748349464784783,77383651328,77309411328,74240000,77312086016,0
1787748349493471600,77381554176,77309411328,72142848,77309988864,0
1787748349522112586,77380243456,77309411328,70832128,77313658880,0
1787748349550830554,77384962048,77309411328,75550720,77313396736,0
1787748349579399809,77382864896,77309411328,73453568,77311561728,0
1787748349607723619,77377622016,77309411328,68210688,77311037440,0
1787748349635444058,77380505600,77309411328,71094272,77313396736,0
1787748349663709298,77379981312,77309411328,70569984,77313134592,0
1787748349692301703,77384437760,77309411328,75026432,77312872448,0
1787748349720459600,77380767744,77309411328,71356416,77314183168,0
1787748349748542846,77381816320,77309411328,72404992,77310251008,0
1787748349776504710,77378670592,77309411328,69259264,77311823872,0
1787748349804945742,77379981312,77309411328,70569984,77313134592,0
1787748349833186401,77381292032,77309411328,71880704,77309464576,0
1787748349861324118,77379194880,77309411328,69783552,77312348160,0
1787748349889412934,77381292032,77309411328,71880704,77310251008,0
1787748349917680963,77378146304,77309411328,68734976,77311561728,0
1787748349946516713,77382864896,77309411328,73453568,77311561728,0
1787748349974899845,77381816320,77309411328,72404992,77310513152,0
1787748350003155374,77379981312,77309411328,70569984,77313134592,0
1787748350033761226,77385486336,77309411328,76075008,77314183168,0
1787748350063442831,77387583488,77309411328,78172160,77311561728,0
1787748350091946065,77381292032,77309411328,71880704,77309988864,0
1787748350119938359,77378146304,77309411328,68734976,77311561728,0
1787748350147695619,77380243456,77309411328,70832128,77313658880,0
1787748350175919647,77382078464,77309411328,72667136,77310775296,0
1787748350204373450,77373161472,77309411328,63750144,77308411904,0
1787748350232705051,77377880064,77309411328,68468736,77311557632,0
1787748350260556112,77381025792,77309411328,71614464,77313916928,0
1787748350288360593,77381812224,77309411328,72400896,77310509056,0
1787748350316528541,77378928640,77309411328,69517312,77312344064,0
1787748350345400241,77381287936,77309411328,71876608,77309722624,0
1787748350373359425,77374210048,77309411328,64798720,77312344064,0
1787748350401082624,77379715072,77309411328,70303744,77312868352,0
1787748350429118969,77381025792,77309411328,71614464,77314703360,0
1787748350457676304,77384433664,77309411328,75022336,77312868352,0
1787748350486096806,77384171520,77309411328,74760192,77312344064,0
1787748350513564311,77381025792,77309411328,71614464,77313654784,0
1787748350541147337,77381812224,77309411328,72400896,77309984768,0
1787748350568968218,77377880064,77309411328,68468736,77311033344,0
1787748350597785388,77381550080,77309411328,72138752,77309984768,0
1787748350625847803,77378666496,77309411328,69255168,77311557632,0
1787748350653374989,77379715072,77309411328,70303744,77312606208,0
1787748350680806503,77380763648,77309411328,71352320,77313130496,0
1787748350709305417,77382598656,77309411328,73187328,77311033344,0
1787748350737851241,77382074368,77309411328,72663040,77310246912,0
1787748350765408977,77378928640,77309411328,69517312,77311819776,0
1787748350792808431,77379715072,77309411328,70303744,77312606208,0
1787748350820245315,77380501504,77309411328,71090176,77313392640,0
1787748350848652827,77381812224,77309411328,72400896,77309984768,0
1787748350876875685,77380239360,77309411328,70828032,77313392640,0
1787748350904620445,77382598656,77309411328,73187328,77310771200,0
1787748350931996328,77378404352,77309411328,68993024,77311295488,0
1787748350959540204,77379190784,77309411328,69779456,77311819776,0
1787748350987752582,77377880064,77309411328,68468736,77309722624,0
1787748351016197745,77376241664,77309411328,66830336,77309132800,0
1787748351044154798,77377814528,77309411328,68403200,77309132800,0
1787748351072023300,77378600960,77309411328,69189632,77311229952,0
1787748351100129036,77380698112,77309411328,71286784,77313327104,0
1787748351129027537,77383319552,77309411328,73908224,77311754240,0
1787748351157146994,77382270976,77309411328,72859648,77310705664,0
1787748351185151729,77379911680,77309411328,70500352,77312802816,0
1787748351212778926,77372571648,77309411328,63160320,77310443520,0
