ts_ns,current_before,trigger_current,target_current,requested,current_after,rc
1787750939511625528,85909012480,107374182400,85899345920,9666560,85903835136,0
1787750939539127001,85913186304,107374182400,85899345920,13840384,85895532544,0
1787750939567077364,85915320320,107374182400,85899345920,15974400,85894062080,0
1787750939595075448,85908140032,107374182400,85899345920,8794112,85902950400,0
1787750939622762945,85917147136,107374182400,85899345920,17801216,85899710464,0
1787750939649853550,85910441984,107374182400,85899345920,11096064,85898235904,0
1787750939677358013,85912985600,107374182400,85899345920,13639680,85901799424,0
1787750939704738264,85911060480,107374182400,85899345920,11714560,85901090816,0
1787750939733074665,85917265920,107374182400,85899345920,17920000,85904097280,0
1787750939760652050,85914730496,107374182400,85899345920,15384576,85896335360,0
1787750939788185914,85911715840,107374182400,85899345920,12369920,85894688768,0
1787750939815405041,85909417984,107374182400,85899345920,10072064,85898113024,0
1787750939843580599,85912895488,107374182400,85899345920,13549568,85901672448,0
1787750939871836598,85911519232,107374182400,85899345920,12173312,85894520832,0
1787750939898862731,85908582400,107374182400,85899345920,9236480,85903192064,0
1787750939926431216,85916643328,107374182400,85899345920,17297408,85897601024,0
1787750939954271026,85912047616,107374182400,85899345920,12701696,85891387392,0
1787750939982556646,85912674304,107374182400,85899345920,13328384,85894651904,0
1787750940009714812,85905403904,107374182400,85899345920,6057984,85898264576,0
1787750940037709956,85919170560,107374182400,85899345920,19824640,85891375104,0
1787750940065289361,85912006656,107374182400,85899345920,12660736,85894901760,0
1787750940092724643,85907648512,107374182400,85899345920,8302592,85892583424,0
1787750940120625494,85908635648,107374182400,85899345920,9289728,85899689984,0
1787750940147978024,85911474176,107374182400,85899345920,12128256,85901139968,0
1787750940175321064,85914361856,107374182400,85899345920,15015936,85904822272,0
1787750940203324588,85920010240,107374182400,85899345920,20664320,85895217152,0
1787750940230271129,85903872000,107374182400,85899345920,4526080,85904482304,0
1787750940258806145,85917659136,107374182400,85899345920,18313216,85894758400,0
1787750940286020562,85906309120,107374182400,85899345920,6963200,85900472320,0
1787750940313650728,85917614080,107374182400,85899345920,18268160,85893922816,0
1787750940340841494,85913362432,107374182400,85899345920,14016512,85890043904,0
1787750940368066022,85905305600,107374182400,85899345920,5959680,85902364672,0
1787750940396230339,85915238400,107374182400,85899345920,15892480,85902344192,0
1787750940423374244,85911064576,107374182400,85899345920,11718656,85901463552,0
1787750940451206645,85919055872,107374182400,85899345920,19709952,85891584000,0
1787750940478726248,85911515136,107374182400,85899345920,12169216,85889228800,0
1787750940506311353,85904691200,107374182400,85899345920,5345280,85905166336,0
1787750940535087864,85921370112,107374182400,85899345920,22024192,85891923968,0
1787750940562149417,85907365888,107374182400,85899345920,8019968,85903368192,0
1787750940589702432,85909823488,107374182400,85899345920,10477568,85901320192,0
1787750940618371140,85920219136,107374182400,85899345920,20873216,85894934528,0
1787750940645730940,85905215488,107374182400,85899345920,5869568,85899677696,0
1787750940673683023,85921210368,107374182400,85899345920,21864448,85897166848,0
1787750940701240287,85911650304,107374182400,85899345920,12304384,85888831488,0
1787750940728250030,85908697088,107374182400,85899345920,9351168,85891235840,0
1787750940755791654,85906583552,107374182400,85899345920,7237632,85900656640,0
1787750940784120555,85911568384,107374182400,85899345920,12222464,85893074944,0
1787750940811638488,85913563136,107374182400,85899345920,14217216,85890043904,0
1787750940838411816,85905231872,107374182400,85899345920,5885952,85905154048,0
1787750940866241716,85920317440,107374182400,85899345920,20971520,85897170944,0
1787750940893690318,85905764352,107374182400,85899345920,6418432,85895180288,0
1787750940921410326,85909815296,107374182400,85899345920,10469376,85900537856,0
1787750940948830527,85913350144,107374182400,85899345920,14004224,85901561856,0
1787750940975813210,85909741568,107374182400,85899345920,10395648,85898436608,0
1787750941003249872,85912834048,107374182400,85899345920,13488128,85894750208,0
1787750941032080193,85917847552,107374182400,85899345920,18501632,85893476352,0
1787750941058857321,85902438400,107374182400,85899345920,3092480,85897097216,0
1787750941086461116,85918076928,107374182400,85899345920,18731008,85888622592,0
1787750941113178522,85904072704,107374182400,85899345920,4726784,85899616256,0
1787750941141170136,85918457856,107374182400,85899345920,19111936,85888499712,0
1787750941168408653,85904842752,107374182400,85899345920,5496832,85899272192,0
1787750941195998338,85915570176,107374182400,85899345920,16224256,85896994816,0
1787750941223287497,85915488256,107374182400,85899345920,16142336,85894631424,0
1787750941250288049,85909528576,107374182400,85899345920,10182656,85905711104,0
1787750941277953976,85912662016,107374182400,85899345920,13316096,85901946880,0
1787750941305984370,85912227840,107374182400,85899345920,12881920,85894926336,0
1787750941333344580,85915009024,107374182400,85899345920,15663104,85891256320,0
1787750941360818063,85913624576,107374182400,85899345920,14278656,85890056192,0
1787750941387323245,85905248256,107374182400,85899345920,5902336,85899481088,0
1787750941415267457,85919477760,107374182400,85899345920,20131840,85897134080,0
1787750941443069237,85906460672,107374182400,85899345920,7114752,85901262848,0
1787750941470148901,85910003712,107374182400,85899345920,10657792,85899354112,0
1787750941497891909,85919657984,107374182400,85899345920,20312064,85890555904,0
1787750941524804740,85910384640,107374182400,85899345920,11038720,85893779456,0
1787750941552234991,85908713472,107374182400,85899345920,9367552,85903142912,0
1787750941580450660,85913219072,107374182400,85899345920,13873152,85896282112,0
1787750941607423492,85910233088,107374182400,85899345920,10887168,85900042240,0
1787750941635040287,85918924800,107374182400,85899345920,19578880,85889998848,0
1787750941662432228,85911564288,107374182400,85899345920,12218368,85886849024,0
1787750941689659425,85901185024,107374182400,85899345920,1839104,85895352320,0
1787750941718221751,85917446144,107374182400,85899345920,18100224,85895417856,0
1787750941744995508,85903736832,107374182400,85899345920,4390912,85898166272,0
1787750941772176805,85912887296,107374182400,85899345920,13541376,85898182656,0
1787750941799419192,85909962752,107374182400,85899345920,10616832,85903269888,0
1787750941827472817,85914312704,107374182400,85899345920,14966784,85904044032,0
1787750941855520112,85913010176,107374182400,85899345920,13664256,85895249920,0
1787750941883020455,85916884992,107374182400,85899345920,17539072,85894033408,0
1787750941909872944,85907980288,107374182400,85899345920,8634368,85902712832,0
1787750941937325316,85910925312,107374182400,85899345920,11579392,85899628544,0
1787750941965650657,85916487680,107374182400,85899345920,17141760,85904949248,0
1787750941993102549,85913513984,107374182400,85899345920,14168064,85900627968,0
1787750942020520420,85911920640,107374182400,85899345920,12574720,85897891840,0
1787750942048230738,85914378240,107374182400,85899345920,15032320,85893869568,0
1787750942075778802,85909135360,107374182400,85899345920,9789440,85897928704,0
1787750942104092022,85913530368,107374182400,85899345920,14184448,85896646656,0
1787750942131713157,85915893760,107374182400,85899345920,16547840,85897818112,0
1787750942159164269,85913006080,107374182400,85899345920,13660160,85901139968,0
1787750942186443778,85912932352,107374182400,85899345920,13586432,85895581696,0
1787750942214142845,85916327936,107374182400,85899345920,16982016,85893279744,0
1787750942242368703,85914447872,107374182400,85899345920,15101952,85897736192,0
1787750942269461557,85906423808,107374182400,85899345920,7077888,85901062144,0
1787750942296428089,85910544384,107374182400,85899345920,11198464,85905592320,0
1787750942324501324,85921251328,107374182400,85899345920,21905408,85898821632,0
1787750942351825973,85906288640,107374182400,85899345920,6942720,85900406784,0
1787750942380011001,85911785472,107374182400,85899345920,12439552,85893799936,0
1787750942407370981,85911302144,107374182400,85899345920,11956224,85891358720,0
1787750942434456485,85906001920,107374182400,85899345920,6656000,85901156352,0
1787750942461895547,85910405120,107374182400,85899345920,11059200,85906862080,0
1787750942490320789,85916143616,107374182400,85899345920,16797696,85899153408,0
1787750942518046837,85917622272,107374182400,85899345920,18276352,85891526656,0
1787750942545141852,85910106112,107374182400,85899345920,10760192,85894340608,0
1787750942572118973,85909659648,107374182400,85899345920,10313728,85905281024,0
1787750942600188288,85917339648,107374182400,85899345920,17993728,85895208960,0
1787750942627497527,85904052224,107374182400,85899345920,4706304,85906440192,0
1787750942655111923,85914554368,107374182400,85899345920,15208448,85901357056,0
1787750942682563835,85912080384,107374182400,85899345920,12734464,85903155200,0
1787750942709975716,85910892544,107374182400,85899345920,11546624,85900935168,0
1787750942737228734,85910454272,107374182400,85899345920,11108352,85899378688,0
1787750942765178806,85914308608,107374182400,85899345920,14962688,85897375744,0
1787750942792435984,85913837568,107374182400,85899345920,14491648,85902913536,0
1787750942819682111,85915983872,107374182400,85899345920,16637952,85897420800,0
1787750942846842477,85915856896,107374182400,85899345920,16510976,85893181440,0
1787750942874557435,85915127808,107374182400,85899345920,15781888,85891121152,0
1787750942902422095,85908377600,107374182400,85899345920,9031680,85903601664,0
1787750942930223435,85911871488,107374182400,85899345920,12525568,85896237056,0
1787750942957237817,85909577728,107374182400,85899345920,10231808,85904322560,0
1787750942985214460,85921034240,107374182400,85899345920,21688320,85898706944,0
1787750943012793485,85907943424,107374182400,85899345920,8597504,85896650752,0
1787750943040586354,85910650880,107374182400,85899345920,11304960,85905395712,0
1787750943068809602,85918474240,107374182400,85899345920,19128320,85898031104,0
1787750943095884976,85910044672,107374182400,85899345920,10698752,85904232448,0
1787750943123534162,85916499968,107374182400,85899345920,17154048,85897269248,0
1787750943151698569,85916418048,107374182400,85899345920,17072128,85895225344,0
1787750943180066170,85914624000,107374182400,85899345920,15278080,85898932224,0
1787750943207527023,85914038272,107374182400,85899345920,14692352,85893103616,0
1787750943234766410,85907243008,107374182400,85899345920,7897088,85901246464,0
1787750943261773892,85910265856,107374182400,85899345920,10919936,85899501568,0
1787750943290257266,85916418048,107374182400,85899345920,17072128,85903908864,0
1787750943319332952,85919162368,107374182400,85899345920,19816448,85903851520,0
1787750943346678262,85910429696,107374182400,85899345920,11083776,85906944000,0
1787750943374898360,85921878016,107374182400,85899345920,22532096,85889150976,0
1787750943401973874,85903491072,107374182400,85899345920,4145152,85900083200,0
1787750943430302074,85916332032,107374182400,85899345920,16986112,85901430784,0
1787750943459421081,85923860480,107374182400,85899345920,24514560,85892001792,0
1787750943486836543,85909118976,107374182400,85899345920,9773056,85896794112,0
1787750943515054871,85919350784,107374182400,85899345920,20004864,85893873664,0
1787750943543223248,85911048192,107374182400,85899345920,11702272,85892448256,0
1787750943571412065,85908443136,107374182400,85899345920,9097216,85897093120,0
1787750943599448829,85911805952,107374182400,85899345920,12460032,85896011776,0
1787750943626761128,85910249472,107374182400,85899345920,10903552,85904388096,0
1787750943654715611,85914488832,107374182400,85899345920,15142912,85896433664,0
1787750943683145393,85914501120,107374182400,85899345920,15155200,85898309632,0
1787750943712387213,85918470144,107374182400,85899345920,19124224,85890707456,0
1787750943739811934,85906563072,107374182400,85899345920,7217152,85894320128,0
1787750943767390529,85909995520,107374182400,85899345920,10649600,85898633216,0
1787750943795841482,85919199232,107374182400,85899345920,19853312,85891870720,0
1787750943823658861,85906649088,107374182400,85899345920,7303168,85895110656,0
1787750943852467392,85912047616,107374182400,85899345920,12701696,85896183808,0
1787750943880331623,85915299840,107374182400,85899345920,15953920,85893558272,0
1787750943908463119,85914820608,107374182400,85899345920,15474688,85899214848,0
1787750943935811129,85906100224,107374182400,85899345920,6754304,85896237056,0
1787750943964405275,85911703552,107374182400,85899345920,12357632,85895299072,0
1787750943992444919,85910708224,107374182400,85899345920,11362304,85900046336,0
1787750944020456153,85915889664,107374182400,85899345920,16543744,85897424896,0
1787750944049273323,85921894400,107374182400,85899345920,22548480,85888032768,0
1787750944076408218,85903474688,107374182400,85899345920,4128768,85898493952,0
1787750944105224229,85911941120,107374182400,85899345920,12595200,85897388032,0
1787750944132859404,85913985024,107374182400,85899345920,14639104,85896425472,0
1787750944160701584,85912104960,107374182400,85899345920,12759040,85896372224,0
1787750944188031044,85909970944,107374182400,85899345920,10625024,85906739200,0
1787750944216196621,85915013120,107374182400,85899345920,15667200,85905694720,0
1787750944245329378,85916626944,107374182400,85899345920,17281024,85900673024,0
1787750944273555736,85917425664,107374182400,85899345920,18079744,85896327168,0
1787750944300716052,85907492864,107374182400,85899345920,8146944,85892714496,0
1787750944328221164,85908533248,107374182400,85899345920,9187328,85902217216,0
1787750944356415972,85912375296,107374182400,85899345920,13029376,85903319040,0
1787750944384789283,85912702976,107374182400,85899345920,13357056,85896773632,0
1787750944412265385,85911203840,107374182400,85899345920,11857920,85899132928,0
1787750944440177797,85916147712,107374182400,85899345920,16801792,85895450624,0
1787750944467232560,85909209088,107374182400,85899345920,9863168,85893902336,0
1787750944494616201,85909348352,107374182400,85899345920,10002432,85903941632,0
1787750944523443171,85917831168,107374182400,85899345920,18485248,85897994240,0
1787750944551188419,85919752192,107374182400,85899345920,20406272,85894922240,0
1787750944578651221,85913772032,107374182400,85899345920,14426112,85893009408,0
1787750944606407550,85915189248,107374182400,85899345920,15843328,85888860160,0
1787750944634310661,85908951040,107374182400,85899345920,9605120,85893353472,0
1787750944662158741,85907759104,107374182400,85899345920,8413184,85904998400,0
1787750944690120954,85919014912,107374182400,85899345920,19668992,85898629120,0
1787750944717475153,85914550272,107374182400,85899345920,15204352,85893312512,0
1787750944744581578,85907771392,107374182400,85899345920,8425472,85903052800,0
1787750944773159663,85912207360,107374182400,85899345920,12861440,85897297920,0
1787750944801108516,85917011968,107374182400,85899345920,17666048,85891760128,0
1787750944828245791,85907775488,107374182400,85899345920,8429568,85896310784,0
1787750944855658481,85911568384,107374182400,85899345920,12222464,85899005952,0
1787750944883969091,85917712384,107374182400,85899345920,18366464,85897216000,0
1787750944911743250,85905829888,107374182400,85899345920,6483968,85900324864,0
1787750944939852666,85916479488,107374182400,85899345920,17133568,85895991296,0
1787750944967105103,85905657856,107374182400,85899345920,6311936,85896101888,0
1787750944994295109,85914112000,107374182400,85899345920,14766080,85896790016,0
1787750945022581149,85916758016,107374182400,85899345920,17412096,85898076160,0
1787750945050351637,85906915328,107374182400,85899345920,7569408,85898752000,0
1787750945077947242,85912686592,107374182400,85899345920,13340672,85898874880,0
1787750945105365313,85913321472,107374182400,85899345920,13975552,85902807040,0
1787750945132739653,85913808896,107374182400,85899345920,14462976,85905137664,0
1787750945161276387,85915836416,107374182400,85899345920,16490496,85901873152,0
1787750945189667609,85910876160,107374182400,85899345920,11530240,85895966720,0
1787750945217556900,85916725248,107374182400,85899345920,17379328,85893423104,0
1787750945244800427,85911355392,107374182400,85899345920,12009472,85890842624,0
1787750945272216258,85907103744,107374182400,85899345920,7757824,85897121792,0
1787750945301115440,85920645120,107374182400,85899345920,21299200,85891031040,0
1787750945329348928,85909504000,107374182400,85899345920,10158080,85899583488,0
1787750945357325761,85918965760,107374182400,85899345920,19619840,85900386304,0
1787750945384511867,85908865024,107374182400,85899345920,9519104,85905489920,0
1787750945412318496,85914976256,107374182400,85899345920,15630336,85895397376,0
1787750945440614796,85910450176,107374182400,85899345920,11104256,85896364032,0
1787750945469419546,85915238400,107374182400,85899345920,15892480,85900615680,0
1787750945496563301,85907816448,107374182400,85899345920,8470528,85899952128,0
1787750945524928022,85920243712,107374182400,85899345920,20897792,85894787072,0
1787750945552452165,85905002496,107374182400,85899345920,5656576,85901770752,0
1787750945580663673,85910552576,107374182400,85899345920,11206656,85896708096,0
1787750945609066235,85918478336,107374182400,85899345920,19132416,85899345920,0
1787750945636108228,85908336640,107374182400,85899345920,8990720,85899157504,0
1787750945664626412,85919916032,107374182400,85899345920,20570112,85896015872,0
1787750945692080354,85905289216,107374182400,85899345920,5943296,85900869632,0
1787750945720431274,85914202112,107374182400,85899345920,14856192,85905010688,0
1787750945748345756,85917642752,107374182400,85899345920,18296832,85899198464,0
1787750945776655776,85921296384,107374182400,85899345920,21950464,85896830976,0
1787750945803959774,85905764352,107374182400,85899345920,6418432,85903355904,0
1787750945832128141,85917728768,107374182400,85899345920,18382848,85897912320,0
1787750945860056093,85907599360,107374182400,85899345920,8253440,85898252288,0
1787750945887485624,85912293376,107374182400,85899345920,12947456,85897519104,0
1787750945915132590,85913268224,107374182400,85899345920,13922304,85904973824,0
1787750945942795536,85918240768,107374182400,85899345920,18894848,85900390400,0
1787750945970224627,85908967424,107374182400,85899345920,9621504,85899726848,0
1787750945999025597,85916012544,107374182400,85899345920,16666624,85897023488,0
1787750946026677313,85914259456,107374182400,85899345920,14913536,85906677760,0
1787750946054834999,85917581312,107374182400,85899345920,18235392,85899726848,0
1787750946083361634,85921411072,107374182400,85899345920,22065152,85897465856,0
1787750946110718273,85907943424,107374182400,85899345920,8597504,85901586432,0
1787750946139726908,85920350208,107374182400,85899345920,21004288,85891125248,0
1787750946166995246,85907513344,107374182400,85899345920,8167424,85898035200,0
1787750946195098051,85922045952,107374182400,85899345920,22700032,85896966144,0
1787750946222375139,85907333120,107374182400,85899345920,7987200,85898645504,0
1787750946250865462,85915414528,107374182400,85899345920,16068608,85896503296,0
1787750946279938758,85921234944,107374182400,85899345920,21889024,85890543616,0
1787750946307299018,85908746240,107374182400,85899345920,9400320,85897650176,0
1787750946335144798,85914615808,107374182400,85899345920,15269888,85894569984,0
1787750946362992327,85911113728,107374182400,85899345920,11767808,85896896512,0
1787750946391876239,85921669120,107374182400,85899345920,22323200,85890711552,0
1787750946418723618,85906677760,107374182400,85899345920,7331840,85899829248,0
1787750946446158759,85914570752,107374182400,85899345920,15224832,85906997248,0
1787750946473845206,85917859840,107374182400,85899345920,18513920,85901561856,0
1787750946501497582,85910372352,107374182400,85899345920,11026432,85903159296,0
1787750946529601617,85914275840,107374182400,85899345920,14929920,85898543104,0
1787750946557393896,85919830016,107374182400,85899345920,20484096,85891887104,0
1787750946584804656,85910376448,107374182400,85899345920,11030528,85890613248,0
1787750946611344258,85903798272,107374182400,85899345920,4452352,85904146432,0
1787750946639285700,85920653312,107374182400,85899345920,21307392,85891022848,0
1787750946667554159,85911048192,107374182400,85899345920,11702272,85896355840,0
1787750946694442939,85907283968,107374182400,85899345920,7938048,85895884800,0
1787750946721491662,85910507520,107374182400,85899345920,11161600,85900177408,0
1787750946748633347,85911232512,107374182400,85899345920,11886592,85895204864,0
1787750946776778063,85917032448,107374182400,85899345920,17686528,85891502080,0
1787750946805021971,85912199168,107374182400,85899345920,12853248,85897789440,0
1787750946832476283,85912457216,107374182400,85899345920,13111296,85893513216,0
1787750946859487675,85913763840,107374182400,85899345920,14417920,85892542464,0
1787750946886344594,85907353600,107374182400,85899345920,8007680,85897744384,0
1787750946914315807,85918986240,107374182400,85899345920,19640320,85893251072,0
1787750946941969382,85907243008,107374182400,85899345920,7897088,85904113664,0
1787750946969547097,85919133696,107374182400,85899345920,19787776,85899800576,0
1787750946996712002,85914230784,107374182400,85899345920,14884864,85894094848,0
1787750947024067561,85909159936,107374182400,85899345920,9814016,85902655488,0
1787750947051955872,85915058176,107374182400,85899345920,15712256,85903245312,0
1787750947079972566,85913165824,107374182400,85899345920,13819904,85905309696,0
1787750947107591810,85914669056,107374182400,85899345920,15323136,85894668288,0
1787750947134574192,85909102592,107374182400,85899345920,9756672,85905850368,0
1787750947162171116,85919428608,107374182400,85899345920,20082688,85896232960,0
1787750947190114478,85912068096,107374182400,85899345920,12722176,85902188544,0
1787750947218836657,85919444992,107374182400,85899345920,20099072,85895356416,0
1787750947245512422,85903708160,107374182400,85899345920,4362240,85899042816,0
1787750947272718998,85914431488,107374182400,85899345920,15085568,85905453056,0
1787750947300836783,85919649792,107374182400,85899345920,20303872,85890174976,0
1787750947328727644,85905100800,107374182400,85899345920,5754880,85899567104,0
1787750947356496492,85916299264,107374182400,85899345920,16953344,85892456448,0
1787750947383772150,85910470656,107374182400,85899345920,11124736,85891883008,0
1787750947410534917,85905874944,107374182400,85899345920,6529024,85896830976,0
1787750947438389257,85918380032,107374182400,85899345920,19034112,85898686464,0
1787750947466050083,85907349504,107374182400,85899345920,8003584,85902888960,0
1787750947493325860,85912367104,107374182400,85899345920,13021184,85901422592,0
1787750947520858643,85918932992,107374182400,85899345920,19587072,85893435392,0
1787750947547628700,85907636224,107374182400,85899345920,8290304,85904584704,0
1787750947575438049,85915521024,107374182400,85899345920,16175104,85900754944,0
1787750947603766099,85915955200,107374182400,85899345920,16609280,85893705728,0
1787750947630942055,85910577152,107374182400,85899345920,11231232,85890805760,0
1787750947657819384,85906391040,107374182400,85899345920,7045120,85901811712,0
1787750947685041221,85909454848,107374182400,85899345920,10108928,85897416704,0
1787750947712493312,85911040000,107374182400,85899345920,11694080,85902487552,0
1787750947740572887,85914427392,107374182400,85899345920,15081472,85900296192,0
1787750947768110140,85921890304,107374182400,85899345920,22544384,85890371584,0
1787750947795088712,85908148224,107374182400,85899345920,8802304,85894664192,0
1787750947822174635,85911576576,107374182400,85899345920,12230656,85904236544,0
1787750947849923623,85910654976,107374182400,85899345920,11309056,85903470592,0
1787750947878003658,85912092672,107374182400,85899345920,12746752,85898280960,0
1787750947905094672,85913509888,107374182400,85899345920,14163968,85904474112,0
1787750947932390220,85912772608,107374182400,85899345920,13426688,85901115392,0
1787750947959660517,85917741056,107374182400,85899345920,18395136,85895131136,0
1787750947987446526,85909643264,107374182400,85899345920,10297344,85895806976,0
1787750948016184214,85917663232,107374182400,85899345920,18317312,85892243456,0
1787750948044132466,85915774976,107374182400,85899345920,16429056,85897318400,0
1787750948071061877,85909204992,107374182400,85899345920,9859072,85896761344,0
1787750948098808664,85912776704,107374182400,85899345920,13430784,85897883648,0
1787750948127418680,85912723456,107374182400,85899345920,13377536,85904080896,0
1787750948155759490,85914341376,107374182400,85899345920,14995456,85899952128,0
1787750948183685082,85914677248,107374182400,85899345920,15331328,85895536640,0
1787750948210702234,85909774336,107374182400,85899345920,10428416,85900648448,0
1787750948238842840,85915955200,107374182400,85899345920,16609280,85897355264,0
1787750948266741590,85907320832,107374182400,85899345920,7974912,85903708160,0
1787750948294665212,85916106752,107374182400,85899345920,16760832,85901357056,0
1787750948322160824,85911330816,107374182400,85899345920,11984896,85901496320,0
1787750948349191526,85913333760,107374182400,85899345920,13987840,85897863168,0
1787750948377393934,85915955200,107374182400,85899345920,16609280,85893328896,0
1787750948405231043,85907288064,107374182400,85899345920,7942144,85902569472,0
1787750948432482310,85913423872,107374182400,85899345920,14077952,85904732160,0
1787750948459858640,85919449088,107374182400,85899345920,20103168,85896249344,0
1787750948487649938,85915848704,107374182400,85899345920,16502784,85889724416,0
1787750948515087589,85913997312,107374182400,85899345920,14651392,85891674112,0
1787750948543373908,85912113152,107374182400,85899345920,12767232,85895942144,0
1787750948570596085,85911429120,107374182400,85899345920,12083200,85900873728,0
1787750948597688139,85912948736,107374182400,85899345920,13602816,85903724544,0
1787750948625250192,85919498240,107374182400,85899345920,20152320,85893337088,0
1787750948652549590,85908029440,107374182400,85899345920,8683520,85898567680,0
1787750948681056854,85915205632,107374182400,85899345920,15859712,85895057408,0
1787750948708217319,85910241280,107374182400,85899345920,10895360,85901557760,0
1787750948735440856,85911154688,107374182400,85899345920,11808768,85901369344,0
1787750948762715703,85917036544,107374182400,85899345920,17690624,85892091904,0
1787750948790411380,85912522752,107374182400,85899345920,13176832,85891989504,0
1787750948818473044,85907951616,107374182400,85899345920,8605696,85904687104,0
1787750948845708481,85913804800,107374182400,85899345920,14458880,85904551936,0
1787750948873198093,85913538560,107374182400,85899345920,14192640,85905895424,0
1787750948901580504,85921181696,107374182400,85899345920,21835776,85896765440,0
1787750948929539266,85906358272,107374182400,85899345920,7012352,85903622144,0
1787750948957313454,85911261184,107374182400,85899345920,11915264,85896900608,0
1787750948984678824,85913280512,107374182400,85899345920,13934592,85897781248,0
1787750949012203467,85913235456,107374182400,85899345920,13889536,85899866112,0
1787750949040626318,85915144192,107374182400,85899345920,15798272,85896630272,0
1787750949069144492,85913112576,107374182400,85899345920,13766656,85898973184,0
1787750949097288678,85921030144,107374182400,85899345920,21684224,85893156864,0
1787750949124484984,85909815296,107374182400,85899345920,10469376,85895524352,0
1787750949151924645,85915688960,107374182400,85899345920,16343040,85893201920,0
1787750949179333085,85910114304,107374182400,85899345920,10768384,85892505600,0
1787750949207239466,85908344832,107374182400,85899345920,8998912,85905104896,0
1787750949235132096,85919080448,107374182400,85899345920,19734528,85899816960,0
1787750949263062938,85914755072,107374182400,85899345920,15409152,85896134656,0
1787750949290081020,85904637952,107374182400,85899345920,5292032,85895421952,0
1787750949318250046,85910749184,107374182400,85899345920,11403264,85894791168,0
1787750949346015754,85911351296,107374182400,85899345920,12005376,85902725120,0
1787750949373605668,85911633920,107374182400,85899345920,12288000,85896740864,0
1787750949401533930,85917708288,107374182400,85899345920,18362368,85897342976,0
1787750949428583432,85906882560,107374182400,85899345920,7536640,85897662464,0
1787750949456807570,85918851072,107374182400,85899345920,19505152,85899268096,0
1787750949485320244,85910261760,107374182400,85899345920,10915840,85895581696,0
1787750949512940138,85913939968,107374182400,85899345920,14594048,85900328960,0
1787750949540956832,85916262400,107374182400,85899345920,16916480,85897064448,0
1787750949568191638,85912154112,107374182400,85899345920,12808192,85891010560,0
1787750949595797983,85908504576,107374182400,85899345920,9158656,85898457088,0
1787750949624729405,85916225536,107374182400,85899345920,16879616,85899186176,0
1787750949651820839,85908299776,107374182400,85899345920,8953856,85898448896,0
1787750949679697159,85918609408,107374182400,85899345920,19263488,85895053312,0
1787750949706962046,85909315584,107374182400,85899345920,9969664,85904474112,0
1787750949735548742,85914308608,107374182400,85899345920,14962688,85895569408,0
1787750949764388692,85916995584,107374182400,85899345920,17649664,85893029888,0
1787750949791557997,85905969152,107374182400,85899345920,6623232,85903654912,0
1787750949819027789,85911261184,107374182400,85899345920,11915264,85904392192,0
1787750949847426200,85917376512,107374182400,85899345920,18030592,85899661312,0
1787750949876141508,85916061696,107374182400,85899345920,16715776,85897822208,0
1787750949903667501,85914013696,107374182400,85899345920,14667776,85894942720,0
1787750949931146913,85909876736,107374182400,85899345920,10530816,85901008896,0
1787750949958597834,85911150592,107374182400,85899345920,11804672,85896658944,0
1787750949986436734,85912309760,107374182400,85899345920,12963840,85898031104,0
1787750950014748313,85914001408,107374182400,85899345920,14655488,85903712256,0
1787750950042481630,85915639808,107374182400,85899345920,16293888,85897801728,0
1787750950069518182,85908480000,107374182400,85899345920,9134080,85898657792,0
