ts_ns,current_before,target_current,requested,current_after,rc
1787748477858564251,77381279744,77309411328,71868416,77313384448,0
1787748477885856296,77380755456,77309411328,71344128,77312860160,0
1787748477913177712,77381017600,77309411328,71606272,77312860160,0
1787748477941882173,77382066176,77309411328,72654848,77309714432,0
1787748477970007973,77379706880,77309411328,70295552,77312073728,0
1787748477997598544,77380493312,77309411328,71081984,77312860160,0
1787748478025940698,77380231168,77309411328,70819840,77312598016,0
1787748478054291233,77383639040,77309411328,74227712,77311287296,0
1787748478082574566,77382328320,77309411328,72916992,77309976576,0
1787748478109827401,77378658304,77309411328,69246976,77310500864,0
1787748478137139036,77378134016,77309411328,68722688,77310238720,0
1787748478164490982,77376823296,77309411328,67411968,77309190144,0
1787748478192463710,77377871872,77309411328,68460544,77309714432,0
1787748478220492968,77370793984,77309411328,61382656,77312335872,0
1787748478247843125,77381017600,77309411328,71606272,77313122304,0
1787748478275161990,77381017600,77309411328,71606272,77313122304,0
1787748478302498326,77380755456,77309411328,71344128,77312598016,0
1787748478330431343,77381541888,77309411328,72130560,77313646592,0
1787748478358654075,77384163328,77309411328,74752000,77311811584,0
1787748478386176764,77380493312,77309411328,71081984,77312860160,0
1787748478414016679,77380493312,77309411328,71081984,77313122304,0
1787748478441725612,77380755456,77309411328,71344128,77312860160,0
1787748478470588466,77383901184,77309411328,74489856,77311811584,0
1787748478499024962,77382852608,77309411328,73441280,77310763008,0
1787748478526557912,77377085440,77309411328,67674112,77309452288,0
1787748478554111312,77377609728,77309411328,68198400,77310238720,0
1787748478582091510,77378658304,77309411328,69246976,77310763008,0
1787748478610542826,77382328320,77309411328,72916992,77309714432,0
1787748478638167207,77376299008,77309411328,66887680,77314170880,0
1787748478666049043,77382590464,77309411328,73179136,77310500864,0
1787748478693647894,77378920448,77309411328,69509120,77311811584,0
1787748478721926497,77381017600,77309411328,71606272,77313908736,0
1787748478750726090,77385211904,77309411328,75800576,77313384448,0
1787748478778404672,77382066176,77309411328,72654848,77309714432,0
1787748478805960632,77376823296,77309411328,67411968,77309190144,0
1787748478833825688,77377347584,77309411328,67936256,77309714432,0
1787748478862290514,77378920448,77309411328,69509120,77311549440,0
1787748478890650359,77382852608,77309411328,73441280,77310238720,0
1787748478918951613,77378658304,77309411328,69246976,77312860160,0
1787748478947056243,77381017600,77309411328,71606272,77314957312,0
1787748478977781692,77382852608,77309411328,73441280,77317664768,0
1787748479011087038,77388705792,77309411328,79294464,77323169792,0
1787748479044701640,77393686528,77309411328,84275200,77324218368,0
1787748479076671161,77393948672,77309411328,84537344,77322182656,0
1787748479109467558,77391126528,77309411328,81715200,77324468224,0
1787748479141131864,77393936384,77309411328,84525056,77319811072,0
