Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,2966,0.000336,102129,0,2966,0,0.000000
1,0,0.000000,0,3002,0.000332,103383,0,3002,0,0.000000
2,0,0.000000,0,3237,0.000308,111453,0,3237,0,0.000000
3,0,0.000000,0,3328,0.000299,114612,0,3328,0,0.000000
4,0,0.000000,0,3054,0.000326,105232,0,3054,0,0.000000
5,0,0.000000,0,3245,0.000307,111771,0,3245,0,0.000000
6,0,0.000000,0,3042,0.000327,104795,0,3042,0,0.000000
7,0,0.000000,0,3004,0.000332,103544,0,3004,0,0.000000
8,0,0.000000,0,3128,0.000318,107709,0,3128,0,0.000000
9,0,0.000000,0,2983,0.000334,102760,0,2983,0,0.000000
10,0,0.000000,0,3042,0.000327,104805,0,3042,0,0.000000
11,0,0.000000,0,3126,0.000318,107636,0,3126,0,0.000000
12,0,0.000000,0,2956,0.000337,101822,0,2956,0,0.000000
13,0,0.000000,0,3030,0.000328,104383,0,3030,0,0.000000
14,0,0.000000,0,3002,0.000332,103401,0,3002,0,0.000000
15,0,0.000000,0,2995,0.000332,103218,0,2995,0,0.000000
16,0,0.000000,0,3060,0.000326,105445,0,3060,0,0.000000
17,0,0.000000,0,2982,0.000334,102686,0,2982,0,0.000000
18,0,0.000000,0,3026,0.000329,104182,0,3026,0,0.000000
19,0,0.000000,0,3263,0.000305,112396,0,3263,0,0.000000
20,0,0.000000,0,1,0.000220,35,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   0.039,0.000
   0.079,5.000
   0.087,10.000
   0.095,15.000
   0.103,20.000
   0.111,25.000
   0.111,30.000
   0.127,35.000
   0.127,40.000
   0.135,45.000
   0.135,50.000
   0.143,52.500
   0.143,55.000
   0.143,57.500
   0.151,60.000
   0.151,62.500
   0.151,65.000
   0.159,67.500
   0.159,70.000
   0.167,72.500
   0.167,75.000
   0.175,76.250
   0.175,77.500
   0.183,78.750
   0.191,80.000
   0.207,81.250
   0.767,82.500
   1.095,83.750
   1.151,85.000
   1.183,86.250
   1.207,87.500
   1.215,88.125
   1.231,88.750
   1.239,89.375
   1.247,90.000
   1.255,90.625
   1.263,91.250
   1.271,91.875
   1.279,92.500
   1.287,93.125
   1.303,93.750
   1.303,94.062
   1.311,94.375
   1.311,94.688
   1.319,95.000
   1.319,95.312
   1.327,95.625
   1.335,95.938
   1.335,96.250
   1.343,96.562
   1.351,96.875
   1.351,97.031
   1.351,97.188
   1.359,97.344
   1.359,97.500
   1.367,97.656
   1.367,97.812
   1.375,97.969
   1.375,98.125
   1.383,98.281
   1.383,98.438
   1.391,98.516
   1.391,98.594
   1.391,98.672
   1.399,98.750
   1.399,98.828
   1.399,98.906
   1.407,98.984
   1.407,99.062
   1.415,99.141
   1.415,99.219
   1.423,99.258
   1.423,99.297
   1.423,99.336
   1.431,99.375
   1.431,99.414
   1.431,99.453
   1.439,99.492
   1.439,99.531
   1.447,99.570
   1.447,99.609
   1.455,99.629
   1.455,99.648
   1.455,99.668
   1.463,99.688
   1.463,99.707
   1.471,99.727
   1.471,99.746
   1.479,99.766
   1.479,99.785
   1.487,99.805
   1.495,99.814
   1.495,99.824
   1.495,99.834
   1.503,99.844
   1.503,99.854
   1.503,99.863
   1.511,99.873
   1.519,99.883
   1.527,99.893
   1.535,99.902
   1.535,99.907
   1.543,99.912
   1.543,99.917
   1.551,99.922
   1.551,99.927
   1.567,99.932
   1.583,99.937
   1.607,99.941
   1.631,99.946
   1.647,99.951
   1.703,99.954
   1.711,99.956
   1.759,99.958
   1.767,99.961
   1.831,99.963
   1.855,99.966
   2.007,99.968
   2.015,99.971
   2.143,99.973
   2.175,99.976
   2.191,99.977
   2.239,99.978
   2.255,99.979
   2.255,99.980
   2.271,99.982
   2.271,99.983
   2.303,99.984
   2.303,99.985
   2.335,99.987
   2.463,99.988
   2.463,99.988
   2.543,99.989
   2.543,99.990
   2.543,99.990
   3.535,99.991
   3.535,99.991
   3.855,99.992
   3.855,99.993
   3.855,99.993
   4.511,99.994
   4.511,99.994
   4.511,99.995
   4.511,99.995
   4.511,99.995
   8.255,99.995
   8.255,99.996
   8.255,99.996
   8.255,99.996
   8.255,99.997
   9.919,99.997
   9.919,99.997
   9.919,99.997
   9.919,99.997
   9.919,99.998
   9.919,99.998
   9.919,99.998
   9.919,99.998
   9.919,99.998
   9.919,99.998
  12.543,99.998
  12.543,100.000

Full-Test SET Latency
Latency (<= msec),Percent
   0.000,100.000

Full-Test WAIT Latency
Latency (<= msec),Percent
   0.000,100.000
