ts_ns,current_before,target_current,requested,current_after,rc
1787749357490655998,77361164288,77309411328,51752960,77313847296,0
1787749357520137672,77385674752,77309411328,76263424,77315158016,0
1787749357548923933,77383577600,77309411328,74166272,77312798720,0
1787749357577529400,77382529024,77309411328,73117696,77311488000,0
1787749357606421573,77380956160,77309411328,71544832,77315158016,0
1787749357635797615,77385936896,77309411328,76525568,77314895872,0
1787749357664520775,77385412608,77309411328,76001280,77314371584,0
1787749357693118263,77383839744,77309411328,74428416,77313060864,0
1787749357721300073,77381742592,77309411328,72331264,77315420160,0
1787749357750304318,77384101888,77309411328,74690560,77313585152,0
1787749357779769461,77384888320,77309411328,75476992,77314371584,0
1787749357808709905,77384364032,77309411328,74952704,77313585152,0
1787749357837274072,77383315456,77309411328,73904128,77312274432,0
1787749357865998302,77381218304,77309411328,71806976,77315420160,0
1787749357895195111,77385412608,77309411328,76001280,77314895872,0
1787749357923994812,77385150464,77309411328,75739136,77314371584,0
1787749357952542429,77384101888,77309411328,74690560,77313060864,0
1787749357980619217,77381480448,77309411328,72069120,77315420160,0
1787749358010367865,77384101888,77309411328,74690560,77314109440,0
1787749358039942041,77386461184,77309411328,77049856,77315682304,0
1787749358068738592,77386199040,77309411328,76787712,77315158016,0
1787749358097218598,77384888320,77309411328,75476992,77313585152,0
1787749358125367867,77381480448,77309411328,72069120,77315158016,0
1787749358155441582,77385936896,77309411328,76525568,77315420160,0
1787749358183688683,77385412608,77309411328,76001280,77314371584,0
1787749358211545007,77372829696,77309411328,63418368,77311225856,0
1787749358239605514,77379121152,77309411328,69709824,77313060864,0
1787749358268809783,77382004736,77309411328,72593408,77310963712,0
1787749358297835759,77382004736,77309411328,72593408,77309652992,0
1787749358326040829,77376237568,77309411328,66826240,77315158016,0
1787749358354236509,77383315456,77309411328,73904128,77312274432,0
1787749358382831956,77378859008,77309411328,69447680,77313060864,0
1787749358411975604,77382529024,77309411328,73117696,77309915136,0
1787749358441530459,77382004736,77309411328,72593408,77310963712,0
1787749358469951564,77378859008,77309411328,69447680,77312798720,0
1787749358498348717,77381742592,77309411328,72331264,77315682304,0
1787749358527486345,77381218304,77309411328,71806976,77315420160,0
1787749358557141832,77384888320,77309411328,75476992,77314371584,0
1787749358585993064,77385150464,77309411328,75739136,77314371584,0
1787749358614831056,77384101888,77309411328,74690560,77313060864,0
1787749358643475475,77382529024,77309411328,73117696,77312012288,0
1787749358672352577,77380694016,77309411328,71282688,77314895872,0
1787749358702442583,77387771904,77309411328,78360576,77312012288,0
1787749358731378166,77381742592,77309411328,72331264,77316993024,0
1787749358759941463,77384888320,77309411328,75476992,77314109440,0
1787749358788386588,77382529024,77309411328,73117696,77312012288,0
1787749358818182648,77382004736,77309411328,72593408,77311225856,0
1787749358846601622,77381742592,77309411328,72331264,77315682304,0
1787749358874874664,77384101888,77309411328,74690560,77313060864,0
1787749358902958642,77381480448,77309411328,72069120,77314633728,0
1787749358932217991,77382266880,77309411328,72855552,77312012288,0
1787749358961365379,77382496256,77309411328,73084928,77311979520,0
1787749358989953867,77381971968,77309411328,72560640,77311193088,0
1787749359018473203,77379805184,77309411328,70393856,77314007040,0
1787749359047423797,77381902336,77309411328,72491008,77310337024,0
1787749359076468253,77376397312,77309411328,66985984,77315055616,0
1787749359105611560,77385572352,77309411328,76161024,77314269184,0
1787749359134409461,77383737344,77309411328,74326016,77312696320,0
1787749359162523550,77381378048,77309411328,71966720,77315317760,0
1787749359190754111,77383737344,77309411328,74326016,77312172032,0
1787749359219679394,77374300160,77309411328,64888832,77312434176,0
1787749359248339383,77382950912,77309411328,73539584,77310861312,0
1787749359276686286,77380591616,77309411328,71180288,77313744896,0
1787749359304846075,77382950912,77309411328,73539584,77311123456,0
1787749359333150657,77378494464,77309411328,69083136,77311385600,0
1787749359362248194,77382688768,77309411328,73277440,77310861312,0
1787749359390686389,77380591616,77309411328,71180288,77313482752,0
1787749359418772167,77383213056,77309411328,73801728,77310861312,0
1787749359446505509,77379280896,77309411328,69869568,77311909888,0
1787749359475007884,77380853760,77309411328,71442432,77313744896,0
1787749359503946518,77384261632,77309411328,74850304,77312696320,0
1787749359532313501,77382426624,77309411328,73015296,77310599168,0
1787749359560245517,77380067328,77309411328,70656000,77312958464,0
1787749359588106141,77381115904,77309411328,71704576,77313482752,0
1787749359617328600,77384261632,77309411328,74850304,77312172032,0
1787749359645983708,77383737344,77309411328,74326016,77311385600,0
1787749359673933974,77380853760,77309411328,71442432,77313482752,0
1787749359701609705,77375610880,77309411328,66199552,77313220608,0
1787749359729650852,77380591616,77309411328,71180288,77313220608,0
1787749359758393482,77381902336,77309411328,72491008,77309812736,0
1787749359786558022,77380067328,77309411328,70656000,77312958464,0
1787749359814710611,77382164480,77309411328,72753152,77309812736,0
1787749359842202938,77377970176,77309411328,68558848,77310337024,0
1787749359870320047,77378756608,77309411328,69345280,77311123456,0
1787749359899398353,77382688768,77309411328,73277440,77310599168,0
